TransactionID,Date,CustomerID,CustomerName,AgeGroup,Gender,Region,Country,City,ProductID,ProductName,Category,Quantity,SalesAmount,CostPrice,Profit,DiscountPercent,PaymentMode,SalesChannel
T11076,2024-04-20,C1175,Meera Iyer,18-25,Other,Africa,Egypt,Cairo,P112,Mobile Phone,Electronics,4,6072,4693.3,1378.7,0.19,Cash,Online
T11077,2024-01-13,C1176,Priya Nair,18-25,Female,Europe,Italy,Milan,P520,Microwave Oven,Appliances,1,464,320.62,143.38,0.23,Credit Card,In-Store
T11078,2024-01-06,C1177,John Carter,50+,Male,Europe,Italy,Rome,P112,Mobile Phone,Electronics,1,1031,642.28,388.72,0.11,UPI,In-Store
T11079,2024-02-03,C1178,Ethan Wilson,36-50,Other,North America,Mexico,Monterrey,P402,Monitor,Electronics,2,3776,2804.36,971.64,0.1,UPI,In-Store
T11080,2024-03-10,C1179,Lucas Brown,26-35,Male,Europe,Germany,Munich,P112,Mobile Phone,Electronics,3,4563,3585.48,977.52,0.08,Cash,In-Store
T11081,2024-01-14,C1180,John Carter,26-35,Other,Europe,Germany,Munich,P402,Monitor,Electronics,2,124,82.73,41.27,0.06,Cash,Online
T11082,2024-01-15,C1181,Maria Gomez,36-50,Male,North America,Mexico,Monterrey,P101,Laptop,Electronics,3,1872,1650.25,221.75,0.17,Net Banking,In-Store
T11083,2024-03-21,C1182,Sarah Miller,36-50,Female,Asia,Japan,Tokyo,P101,Laptop,Electronics,3,5964,3992.56,1971.44,0.17,Credit Card,In-Store
T11084,2024-02-17,C1183,Priya Nair,18-25,Male,South America,Argentina,Buenos Aires,P112,Mobile Phone,Electronics,4,7780,5414.07,2365.93,0.11,Debit Card,In-Store
T11085,2024-03-11,C1184,Lucas Brown,26-35,Other,Africa,Egypt,Cairo,P112,Mobile Phone,Electronics,3,3369,2128.41,1240.59,0.09,Debit Card,Online
T11086,2024-01-13,C1185,Maria Gomez,36-50,Other,Europe,France,Paris,P303,Washing Machine,Appliances,2,1750,1332.34,417.66,0.07,UPI,Online
T11087,2024-03-19,C1186,Sonia Patel,26-35,Male,North America,USA,Chicago,P205,Headphones,Accessories,3,5727,4392.03,1334.97,0.01,Net Banking,In-Store
T11088,2024-01-16,C1187,Maria Gomez,18-25,Female,Europe,Italy,Milan,P303,Washing Machine,Appliances,2,2922,2120.66,801.34,0.04,Debit Card,In-Store
T11089,2024-04-18,C1188,John Carter,50+,Female,South America,Chile,Santiago,P520,Microwave Oven,Appliances,2,2720,1710.11,1009.89,0.08,Cash,In-Store
T11090,2024-01-15,C1189,Aditi Sharma,18-25,Male,North America,Mexico,Monterrey,P205,Headphones,Accessories,3,624,553.76,70.24,0.06,Net Banking,In-Store
T11091,2024-01-08,C1190,Emily Clark,26-35,Other,Europe,UK,London,P402,Monitor,Electronics,3,4731,3498.03,1232.97,0.09,UPI,Online
T11092,2024-02-26,C1191,John Carter,18-25,Male,South America,Brazil,São Paulo,P205,Headphones,Accessories,4,3388,2797.54,590.46,0.13,Net Banking,In-Store
T11093,2024-03-09,C1192,Sonia Patel,36-50,Female,North America,USA,Chicago,P112,Mobile Phone,Electronics,1,782,562.62,219.38,0.11,Debit Card,In-Store
T11094,2024-02-14,C1193,Meera Iyer,18-25,Female,South America,Brazil,São Paulo,P112,Mobile Phone,Electronics,3,1506,907.24,598.76,0.24,Credit Card,In-Store
T11095,2024-04-19,C1194,Rohan Gupta,18-25,Other,Asia,Singapore,Singapore,P520,Microwave Oven,Appliances,4,4308,3577.53,730.47,0.13,Net Banking,In-Store
T11096,2024-04-15,C1195,Michael Ross,18-25,Male,South America,Argentina,Buenos Aires,P402,Monitor,Electronics,2,3712,2766.21,945.79,0.13,Credit Card,In-Store
T11097,2024-04-10,C1196,John Carter,18-25,Other,Asia,Singapore,Singapore,P205,Headphones,Accessories,2,2570,1707.92,862.08,0.22,Debit Card,Online
T11098,2024-03-03,C1197,Natalie Reed,18-25,Other,Asia,Japan,Osaka,P402,Monitor,Electronics,3,3537,2128.97,1408.03,0.24,Cash,In-Store
T11099,2024-01-04,C1198,Rohan Gupta,36-50,Other,Asia,Singapore,Singapore,P520,Microwave Oven,Appliances,3,4575,3066.02,1508.98,0.05,Debit Card,In-Store
T11100,2024-02-01,C1199,Aditi Sharma,36-50,Female,Asia,India,Delhi,P101,Laptop,Electronics,2,3154,2654.5,499.5,0.24,Credit Card,In-Store
T11101,2024-03-24,C1200,Sarah Miller,50+,Male,North America,USA,Seattle,P303,Washing Machine,Appliances,2,3906,3069.35,836.65,0.11,Net Banking,In-Store
T11102,2024-04-15,C1201,Sarah Miller,26-35,Other,South America,Chile,Santiago,P402,Monitor,Electronics,3,4398,3435.1,962.9,0.16,UPI,Online
T11103,2024-04-06,C1202,Rohan Gupta,50+,Male,Europe,France,Paris,P303,Washing Machine,Appliances,2,324,224.0,100.0,0.05,UPI,In-Store
T11104,2024-03-14,C1203,John Carter,26-35,Male,North America,Mexico,Mexico City,P303,Washing Machine,Appliances,3,522,348.07,173.93,0.08,Debit Card,Online
T11105,2024-03-27,C1204,Ethan Wilson,50+,Other,Asia,UAE,Abu Dhabi,P402,Monitor,Electronics,2,660,427.72,232.28,0.04,Cash,In-Store
T11106,2024-04-21,C1205,Michael Ross,26-35,Male,Africa,South Africa,Johannesburg,P303,Washing Machine,Appliances,3,3294,2764.2,529.8,0.18,Debit Card,Online
T11107,2024-04-19,C1206,Natalie Reed,26-35,Male,Africa,Egypt,Cairo,P101,Laptop,Electronics,2,1310,825.4,484.6,0.0,Net Banking,Online
T11108,2024-03-18,C1207,Michael Ross,18-25,Male,Europe,France,Paris,P112,Mobile Phone,Electronics,3,495,346.84,148.16,0.02,Cash,In-Store
T11109,2024-03-15,C1208,Michael Ross,18-25,Female,Europe,Germany,Munich,P402,Monitor,Electronics,3,5010,4260.93,749.07,0.24,UPI,Online
T11110,2024-04-28,C1209,Emily Clark,36-50,Other,South America,Brazil,São Paulo,P402,Monitor,Electronics,1,1521,1040.32,480.68,0.07,Net Banking,In-Store
T11111,2024-02-11,C1210,Rohan Gupta,18-25,Other,Africa,Egypt,Cairo,P101,Laptop,Electronics,2,206,136.81,69.19,0.11,UPI,In-Store
T11112,2024-04-24,C1211,Emily Clark,36-50,Female,Asia,UAE,Dubai,P112,Mobile Phone,Electronics,2,1064,647.55,416.45,0.15,Credit Card,Online
T11113,2024-01-06,C1212,Michael Ross,26-35,Male,South America,Brazil,São Paulo,P402,Monitor,Electronics,1,1437,997.44,439.56,0.06,Debit Card,In-Store
T11114,2024-02-11,C1213,Lucas Brown,36-50,Female,Africa,South Africa,Cape Town,P520,Microwave Oven,Appliances,4,7092,5101.31,1990.69,0.24,Debit Card,Online
T11115,2024-01-02,C1214,Jake Turner,36-50,Other,Europe,UK,London,P205,Headphones,Accessories,2,1752,1332.59,419.41,0.14,Credit Card,In-Store
T11116,2024-03-12,C1215,Aditi Sharma,36-50,Female,Asia,UAE,Dubai,P402,Monitor,Electronics,3,2256,1607.21,648.79,0.14,UPI,Online
T11117,2024-04-13,C1216,Emily Clark,26-35,Female,South America,Brazil,São Paulo,P205,Headphones,Accessories,4,244,176.45,67.55,0.04,Net Banking,In-Store
T11118,2024-03-03,C1217,Aditi Sharma,26-35,Male,Africa,Kenya,Nairobi,P303,Washing Machine,Appliances,1,514,343.26,170.74,0.2,Net Banking,In-Store
T11119,2024-03-09,C1218,Rohan Gupta,36-50,Male,South America,Chile,Santiago,P205,Headphones,Accessories,2,1538,1011.97,526.03,0.01,UPI,Online
T11120,2024-02-16,C1219,Lucas Brown,50+,Male,Asia,Singapore,Singapore,P402,Monitor,Electronics,4,6744,4215.39,2528.61,0.05,Net Banking,Online
T11121,2024-03-14,C1220,Priya Nair,18-25,Male,Europe,Italy,Rome,P520,Microwave Oven,Appliances,3,3759,2810.83,948.17,0.11,Cash,Online
T11122,2024-03-07,C1221,Jake Turner,26-35,Male,Europe,Germany,Munich,P112,Mobile Phone,Electronics,3,831,671.57,159.43,0.14,Debit Card,Online
T11123,2024-03-17,C1222,Meera Iyer,26-35,Male,Europe,UK,London,P402,Monitor,Electronics,2,2188,1841.49,346.51,0.19,Net Banking,In-Store
T11124,2024-04-25,C1223,Sonia Patel,50+,Female,Africa,Kenya,Nairobi,P205,Headphones,Accessories,1,1733,1421.36,311.64,0.09,Credit Card,Online
T11125,2024-01-02,C1224,Emily Clark,26-35,Male,Asia,UAE,Abu Dhabi,P520,Microwave Oven,Appliances,2,546,438.93,107.07,0.01,Cash,Online
T11126,2024-04-09,C1225,Maria Gomez,18-25,Other,Asia,UAE,Abu Dhabi,P303,Washing Machine,Appliances,2,188,131.84,56.16,0.2,UPI,Online
T11127,2024-02-12,C1226,Sarah Miller,36-50,Other,Africa,Egypt,Cairo,P303,Washing Machine,Appliances,2,3918,2656.2,1261.8,0.22,Net Banking,In-Store
T11128,2024-02-21,C1227,Lucas Brown,36-50,Male,Europe,UK,Manchester,P205,Headphones,Accessories,3,2943,1873.61,1069.39,0.03,Debit Card,In-Store
T11129,2024-02-07,C1228,Jake Turner,50+,Other,Europe,Germany,Berlin,P402,Monitor,Electronics,2,2378,1906.48,471.52,0.21,Credit Card,Online
T11130,2024-01-09,C1229,Daniel Wong,18-25,Other,Africa,South Africa,Johannesburg,P303,Washing Machine,Appliances,4,1748,1104.17,643.83,0.01,Debit Card,In-Store
T11131,2024-03-27,C1230,Maria Gomez,18-25,Female,Africa,Egypt,Cairo,P205,Headphones,Accessories,2,3320,2351.03,968.97,0.17,Credit Card,In-Store
T11132,2024-04-02,C1231,Lucas Brown,26-35,Female,Africa,Egypt,Cairo,P520,Microwave Oven,Appliances,4,7500,4567.55,2932.45,0.11,Debit Card,Online
T11133,2024-04-04,C1232,Ethan Wilson,18-25,Male,Africa,South Africa,Johannesburg,P303,Washing Machine,Appliances,3,1887,1685.44,201.56,0.2,Cash,Online
T11134,2024-02-04,C1233,Priya Nair,18-25,Male,Asia,UAE,Abu Dhabi,P303,Washing Machine,Appliances,1,1926,1656.03,269.97,0.07,Cash,In-Store
T11135,2024-02-22,C1234,Ethan Wilson,50+,Male,Europe,Germany,Berlin,P112,Mobile Phone,Electronics,4,7628,5570.79,2057.21,0.11,UPI,Online
T11136,2024-03-06,C1235,Jake Turner,26-35,Other,North America,Canada,Vancouver,P205,Headphones,Accessories,4,7432,5575.59,1856.41,0.16,Credit Card,In-Store
T11137,2024-02-08,C1236,John Carter,36-50,Female,South America,Chile,Santiago,P112,Mobile Phone,Electronics,1,976,787.36,188.64,0.21,Debit Card,In-Store
T11138,2024-04-28,C1237,Natalie Reed,26-35,Other,Africa,Egypt,Cairo,P303,Washing Machine,Appliances,1,53,41.39,11.61,0.13,Cash,Online
T11139,2024-01-12,C1238,Emily Clark,18-25,Male,Europe,France,Paris,P205,Headphones,Accessories,3,5382,4666.05,715.95,0.25,UPI,In-Store
T11140,2024-03-05,C1239,Meera Iyer,50+,Male,Europe,Italy,Rome,P205,Headphones,Accessories,3,3762,3120.99,641.01,0.06,Cash,Online
T11141,2024-01-24,C1240,Daniel Wong,50+,Female,Europe,UK,London,P205,Headphones,Accessories,4,4724,2920.86,1803.14,0.07,Credit Card,In-Store
T11142,2024-02-19,C1241,John Carter,36-50,Female,Europe,Germany,Munich,P303,Washing Machine,Appliances,3,4212,3597.33,614.67,0.08,Net Banking,In-Store
T11143,2024-04-15,C1242,Ethan Wilson,50+,Other,Asia,Singapore,Singapore,P205,Headphones,Accessories,3,2790,2464.07,325.93,0.19,Debit Card,In-Store
T11144,2024-01-02,C1243,Daniel Wong,50+,Other,Europe,Italy,Milan,P112,Mobile Phone,Electronics,4,2972,2165.75,806.25,0.07,Debit Card,Online
T11145,2024-01-25,C1244,Maria Gomez,36-50,Male,Asia,UAE,Dubai,P112,Mobile Phone,Electronics,4,5816,4299.3,1516.7,0.24,Cash,Online
T11146,2024-04-06,C1245,Emily Clark,50+,Other,Africa,Egypt,Cairo,P101,Laptop,Electronics,1,1065,877.69,187.31,0.05,Cash,In-Store
T11147,2024-02-06,C1246,Michael Ross,36-50,Male,Asia,Singapore,Singapore,P402,Monitor,Electronics,2,3586,2380.03,1205.97,0.03,Debit Card,Online
T11148,2024-04-23,C1247,Priya Nair,18-25,Other,Europe,Germany,Berlin,P402,Monitor,Electronics,3,4068,3336.76,731.24,0.09,Cash,In-Store
T11149,2024-03-30,C1248,Meera Iyer,50+,Other,North America,Mexico,Monterrey,P112,Mobile Phone,Electronics,1,1395,1009.16,385.84,0.03,Debit Card,Online
T11150,2024-03-30,C1249,Lucas Brown,36-50,Male,Asia,Singapore,Singapore,P112,Mobile Phone,Electronics,1,571,356.58,214.42,0.06,UPI,Online
T11151,2024-01-20,C1250,Sarah Miller,36-50,Male,Africa,Kenya,Nairobi,P402,Monitor,Electronics,3,327,272.47,54.53,0.17,Cash,Online
T11152,2024-02-05,C1251,Sarah Miller,18-25,Female,Asia,India,Mumbai,P101,Laptop,Electronics,4,3888,3071.61,816.39,0.2,Credit Card,In-Store
T11153,2024-03-06,C1252,Rohan Gupta,36-50,Other,Europe,UK,Manchester,P205,Headphones,Accessories,1,576,499.46,76.54,0.14,Net Banking,Online
T11154,2024-04-12,C1253,Priya Nair,26-35,Female,North America,Canada,Vancouver,P303,Washing Machine,Appliances,4,3864,2398.84,1465.16,0.02,UPI,Online
T11155,2024-01-18,C1254,Jake Turner,36-50,Female,Europe,Germany,Berlin,P520,Microwave Oven,Appliances,4,7932,6663.37,1268.63,0.22,Debit Card,In-Store
T11156,2024-01-22,C1255,Jake Turner,36-50,Male,North America,Canada,Toronto,P101,Laptop,Electronics,4,6108,4974.45,1133.55,0.07,Debit Card,Online
T11157,2024-03-18,C1256,Sarah Miller,36-50,Male,North America,Canada,Vancouver,P205,Headphones,Accessories,3,2691,2417.39,273.61,0.15,UPI,Online
T11158,2024-04-05,C1257,Sonia Patel,50+,Male,North America,USA,Chicago,P402,Monitor,Electronics,1,990,795.85,194.15,0.24,Debit Card,Online
T11159,2024-03-07,C1258,Sarah Miller,18-25,Other,Africa,Kenya,Nairobi,P205,Headphones,Accessories,3,1587,1312.29,274.71,0.02,Cash,In-Store
T11160,2024-03-09,C1259,Meera Iyer,50+,Female,Africa,Egypt,Cairo,P402,Monitor,Electronics,4,2840,2243.92,596.08,0.15,Net Banking,In-Store
T11161,2024-04-04,C1260,Natalie Reed,26-35,Other,South America,Argentina,Buenos Aires,P520,Microwave Oven,Appliances,2,1518,1222.58,295.42,0.23,Cash,Online
T11162,2024-03-27,C1261,Aditi Sharma,26-35,Male,North America,Mexico,Monterrey,P303,Washing Machine,Appliances,2,732,514.46,217.54,0.03,UPI,Online
T11163,2024-02-13,C1262,Ethan Wilson,36-50,Female,South America,Argentina,Buenos Aires,P112,Mobile Phone,Electronics,1,730,538.89,191.11,0.12,Debit Card,In-Store
T11164,2024-01-05,C1263,Priya Nair,26-35,Other,Africa,Egypt,Cairo,P101,Laptop,Electronics,1,1868,1346.1,521.9,0.18,Cash,Online
T11165,2024-03-18,C1264,Daniel Wong,50+,Other,Europe,UK,London,P402,Monitor,Electronics,3,276,165.6,110.4,0.18,Credit Card,Online
T11166,2024-01-17,C1265,Aditi Sharma,18-25,Other,South America,Argentina,Buenos Aires,P402,Monitor,Electronics,4,528,340.28,187.72,0.02,Credit Card,Online
T11167,2024-02-01,C1266,Sonia Patel,18-25,Female,Africa,South Africa,Cape Town,P112,Mobile Phone,Electronics,4,7928,7034.43,893.57,0.14,UPI,Online
T11168,2024-03-13,C1267,Emily Clark,36-50,Female,Asia,Japan,Osaka,P303,Washing Machine,Appliances,1,375,316.38,58.62,0.1,Cash,In-Store
T11169,2024-03-06,C1268,Daniel Wong,36-50,Female,South America,Argentina,Buenos Aires,P520,Microwave Oven,Appliances,1,886,634.92,251.08,0.06,Credit Card,Online
T11170,2024-04-28,C1269,Meera Iyer,18-25,Other,Asia,UAE,Abu Dhabi,P205,Headphones,Accessories,1,1797,1152.6,644.4,0.02,UPI,Online
T11171,2024-02-08,C1270,Aditi Sharma,18-25,Female,South America,Argentina,Buenos Aires,P205,Headphones,Accessories,3,1845,1352.81,492.19,0.13,UPI,In-Store
T11172,2024-03-30,C1271,Aditi Sharma,26-35,Other,Africa,Egypt,Cairo,P101,Laptop,Electronics,4,2640,2289.92,350.08,0.12,Credit Card,In-Store
T11173,2024-02-27,C1272,Sonia Patel,36-50,Male,Asia,India,Mumbai,P205,Headphones,Accessories,1,1184,823.46,360.54,0.12,Cash,In-Store
T11174,2024-03-24,C1273,Ethan Wilson,50+,Other,Asia,UAE,Abu Dhabi,P520,Microwave Oven,Appliances,2,114,79.18,34.82,0.03,UPI,In-Store
T11175,2024-01-03,C1274,Sonia Patel,50+,Male,Asia,Singapore,Singapore,P402,Monitor,Electronics,4,6992,5593.5,1398.5,0.03,Cash,Online
T11176,2024-03-24,C1275,Maria Gomez,18-25,Other,Africa,Egypt,Cairo,P101,Laptop,Electronics,1,325,268.46,56.54,0.22,Cash,Online
T11177,2024-04-27,C1276,Emily Clark,26-35,Female,Asia,UAE,Dubai,P112,Mobile Phone,Electronics,3,3525,2212.82,1312.18,0.2,UPI,Online
T11178,2024-01-13,C1277,Natalie Reed,18-25,Male,Asia,Singapore,Singapore,P402,Monitor,Electronics,4,6056,4150.55,1905.45,0.11,UPI,In-Store
T11179,2024-02-22,C1278,Sonia Patel,18-25,Male,Europe,Italy,Rome,P101,Laptop,Electronics,1,1927,1290.63,636.37,0.06,Cash,In-Store
T11180,2024-03-12,C1279,John Carter,18-25,Male,North America,Mexico,Mexico City,P402,Monitor,Electronics,2,1814,1147.2,666.8,0.12,Cash,Online
T11181,2024-02-12,C1280,Lucas Brown,26-35,Female,North America,Canada,Toronto,P303,Washing Machine,Appliances,1,973,809.0,164.0,0.16,Net Banking,In-Store
T11182,2024-04-21,C1281,Emily Clark,50+,Female,Asia,Singapore,Singapore,P402,Monitor,Electronics,3,1452,1126.28,325.72,0.14,UPI,Online
T11183,2024-03-18,C1282,Priya Nair,36-50,Male,Asia,Japan,Tokyo,P520,Microwave Oven,Appliances,3,2145,1477.26,667.74,0.23,Credit Card,In-Store
T11184,2024-04-07,C1283,Sarah Miller,36-50,Male,South America,Brazil,Rio,P205,Headphones,Accessories,3,4044,3262.67,781.33,0.06,UPI,Online
T11185,2024-04-11,C1284,Jake Turner,50+,Other,North America,Canada,Vancouver,P402,Monitor,Electronics,1,1293,1124.11,168.89,0.2,Debit Card,In-Store
T11186,2024-02-28,C1285,Sonia Patel,36-50,Male,Europe,France,Paris,P520,Microwave Oven,Appliances,4,7836,6802.36,1033.64,0.02,Net Banking,Online
T11187,2024-04-12,C1286,Sonia Patel,50+,Female,Europe,France,Lyon,P402,Monitor,Electronics,1,1397,917.8,479.2,0.18,UPI,In-Store
T11188,2024-04-19,C1287,Aditi Sharma,50+,Female,Africa,Kenya,Nairobi,P205,Headphones,Accessories,4,6544,5715.54,828.46,0.01,Debit Card,Online
T11189,2024-03-28,C1288,Sonia Patel,36-50,Female,South America,Brazil,São Paulo,P520,Microwave Oven,Appliances,4,7848,7004.76,843.24,0.21,Cash,Online
T11190,2024-02-23,C1289,Jake Turner,50+,Female,North America,Canada,Toronto,P303,Washing Machine,Appliances,1,165,132.45,32.55,0.1,Net Banking,In-Store
T11191,2024-02-18,C1290,Emily Clark,36-50,Male,Europe,Germany,Munich,P205,Headphones,Accessories,3,1245,861.75,383.25,0.09,Credit Card,Online
T11192,2024-04-14,C1291,Sarah Miller,18-25,Female,Asia,Singapore,Singapore,P520,Microwave Oven,Appliances,3,1434,912.22,521.78,0.15,Debit Card,In-Store
T11193,2024-04-20,C1292,Jake Turner,50+,Other,Europe,Germany,Munich,P112,Mobile Phone,Electronics,1,587,495.86,91.14,0.12,Credit Card,Online
T11194,2024-04-06,C1293,Aditi Sharma,36-50,Other,Europe,Italy,Rome,P520,Microwave Oven,Appliances,4,3324,2155.87,1168.13,0.16,Cash,Online
T11195,2024-01-17,C1294,Sonia Patel,36-50,Female,Europe,UK,London,P101,Laptop,Electronics,3,2307,1463.2,843.8,0.24,UPI,In-Store
T11196,2024-02-14,C1295,Ethan Wilson,50+,Other,Europe,France,Paris,P402,Monitor,Electronics,3,2013,1741.21,271.79,0.1,Cash,Online
T11197,2024-04-15,C1296,Sonia Patel,36-50,Female,South America,Chile,Santiago,P520,Microwave Oven,Appliances,3,4896,3843.01,1052.99,0.11,Credit Card,Online
T11198,2024-02-07,C1297,Maria Gomez,26-35,Male,North America,Mexico,Mexico City,P520,Microwave Oven,Appliances,4,4640,3361.62,1278.38,0.18,Net Banking,In-Store
T11199,2024-03-21,C1298,Ethan Wilson,36-50,Male,South America,Chile,Santiago,P520,Microwave Oven,Appliances,2,2116,1365.73,750.27,0.12,Net Banking,In-Store
T11200,2024-01-07,C1299,Rohan Gupta,50+,Male,Africa,Kenya,Nairobi,P101,Laptop,Electronics,4,1720,1089.38,630.62,0.22,Credit Card,In-Store
T11201,2024-02-02,C1300,Lucas Brown,36-50,Other,Asia,UAE,Abu Dhabi,P112,Mobile Phone,Electronics,1,1821,1306.61,514.39,0.04,UPI,In-Store
T11202,2024-01-17,C1301,John Carter,18-25,Male,Asia,Japan,Tokyo,P520,Microwave Oven,Appliances,4,1904,1541.21,362.79,0.05,Cash,Online
T11203,2024-03-11,C1302,Natalie Reed,36-50,Female,Africa,South Africa,Cape Town,P205,Headphones,Accessories,2,2502,2155.66,346.34,0.14,Debit Card,Online
T11204,2024-01-24,C1303,Maria Gomez,50+,Male,South America,Argentina,Buenos Aires,P520,Microwave Oven,Appliances,3,1023,779.61,243.39,0.02,Net Banking,Online
T11205,2024-01-27,C1304,Natalie Reed,26-35,Male,Africa,Kenya,Nairobi,P101,Laptop,Electronics,4,7676,4947.24,2728.76,0.04,Cash,In-Store
T11206,2024-01-29,C1305,Lucas Brown,36-50,Female,Europe,Germany,Berlin,P112,Mobile Phone,Electronics,4,5712,3686.72,2025.28,0.11,Credit Card,Online
T11207,2024-01-04,C1306,Aditi Sharma,50+,Other,Africa,Kenya,Nairobi,P205,Headphones,Accessories,1,1602,1212.87,389.13,0.08,Credit Card,Online
T11208,2024-02-17,C1307,Sonia Patel,36-50,Male,Asia,UAE,Dubai,P303,Washing Machine,Appliances,3,4686,3976.22,709.78,0.02,Credit Card,In-Store
T11209,2024-03-15,C1308,Sarah Miller,18-25,Male,Europe,France,Lyon,P112,Mobile Phone,Electronics,2,314,274.67,39.33,0.09,Credit Card,Online
T11210,2024-03-30,C1309,Priya Nair,18-25,Female,South America,Brazil,São Paulo,P112,Mobile Phone,Electronics,1,304,268.21,35.79,0.03,Net Banking,In-Store
T11211,2024-02-27,C1310,Emily Clark,36-50,Male,South America,Brazil,Rio,P101,Laptop,Electronics,2,1296,904.23,391.77,0.1,Net Banking,In-Store
T11212,2024-02-13,C1311,Maria Gomez,36-50,Other,South America,Argentina,Buenos Aires,P112,Mobile Phone,Electronics,4,6948,5013.86,1934.14,0.13,Cash,In-Store
T11213,2024-04-04,C1312,Maria Gomez,50+,Male,Europe,UK,Manchester,P303,Washing Machine,Appliances,2,2860,1725.0,1135.0,0.22,Credit Card,Online
T11214,2024-03-14,C1313,Daniel Wong,50+,Male,Europe,UK,Manchester,P402,Monitor,Electronics,1,1597,1413.6,183.4,0.01,UPI,In-Store
T11215,2024-01-09,C1314,Priya Nair,18-25,Female,Europe,Italy,Rome,P101,Laptop,Electronics,2,908,548.32,359.68,0.06,Credit Card,In-Store
T11216,2024-04-16,C1315,John Carter,50+,Other,North America,Canada,Toronto,P101,Laptop,Electronics,2,2380,1742.06,637.94,0.16,Credit Card,Online
T11217,2024-04-26,C1316,John Carter,18-25,Other,Asia,Singapore,Singapore,P101,Laptop,Electronics,4,1292,1007.55,284.45,0.23,Debit Card,Online
T11218,2024-04-17,C1317,Maria Gomez,50+,Other,South America,Brazil,São Paulo,P112,Mobile Phone,Electronics,2,2988,2604.53,383.47,0.21,Net Banking,Online
T11219,2024-04-04,C1318,Jake Turner,18-25,Other,Europe,Italy,Rome,P101,Laptop,Electronics,2,3192,2706.5,485.5,0.15,Credit Card,Online
T11220,2024-04-22,C1319,Meera Iyer,36-50,Other,South America,Brazil,Rio,P205,Headphones,Accessories,2,1308,811.53,496.47,0.05,Net Banking,In-Store
T11221,2024-01-06,C1320,Aditi Sharma,26-35,Male,North America,Mexico,Mexico City,P112,Mobile Phone,Electronics,2,2196,1611.02,584.98,0.0,Cash,Online
T11222,2024-01-16,C1321,Daniel Wong,18-25,Male,Africa,South Africa,Cape Town,P205,Headphones,Accessories,3,5949,3863.21,2085.79,0.1,UPI,Online
T11223,2024-02-20,C1322,Sonia Patel,18-25,Other,Europe,Germany,Munich,P112,Mobile Phone,Electronics,3,1446,1115.56,330.44,0.05,Cash,Online
T11224,2024-02-01,C1323,Meera Iyer,18-25,Female,North America,Mexico,Monterrey,P520,Microwave Oven,Appliances,1,776,648.99,127.01,0.07,Net Banking,In-Store
T11225,2024-02-28,C1324,Natalie Reed,18-25,Male,Africa,Egypt,Cairo,P112,Mobile Phone,Electronics,2,2648,2118.29,529.71,0.02,Net Banking,In-Store
T11226,2024-01-29,C1325,Priya Nair,50+,Male,Asia,UAE,Dubai,P112,Mobile Phone,Electronics,3,5856,3764.75,2091.25,0.19,Net Banking,In-Store
T11227,2024-01-29,C1326,Priya Nair,26-35,Female,Asia,Singapore,Singapore,P101,Laptop,Electronics,3,252,155.07,96.93,0.1,Cash,In-Store
T11228,2024-03-17,C1327,Michael Ross,26-35,Other,North America,Mexico,Monterrey,P205,Headphones,Accessories,1,1220,1055.38,164.62,0.07,Cash,In-Store
T11229,2024-03-24,C1328,Lucas Brown,50+,Other,Europe,France,Lyon,P205,Headphones,Accessories,3,5919,3564.42,2354.58,0.01,Credit Card,Online
T11230,2024-01-08,C1329,Natalie Reed,26-35,Male,Europe,Italy,Milan,P101,Laptop,Electronics,3,3267,2514.95,752.05,0.22,Debit Card,Online
T11231,2024-02-29,C1330,Jake Turner,50+,Female,Africa,South Africa,Cape Town,P402,Monitor,Electronics,2,2812,1782.98,1029.02,0.23,Cash,In-Store
T11232,2024-03-11,C1331,Rohan Gupta,50+,Other,North America,Mexico,Monterrey,P205,Headphones,Accessories,2,550,360.57,189.43,0.14,Cash,In-Store
T11233,2024-04-10,C1332,Lucas Brown,36-50,Female,North America,Mexico,Mexico City,P205,Headphones,Accessories,4,200,139.82,60.18,0.15,Debit Card,Online
T11234,2024-03-12,C1333,Michael Ross,50+,Female,South America,Chile,Santiago,P303,Washing Machine,Appliances,4,5768,3594.37,2173.63,0.04,Credit Card,In-Store
T11235,2024-03-21,C1334,Daniel Wong,36-50,Male,Europe,UK,London,P520,Microwave Oven,Appliances,4,6956,5752.8,1203.2,0.17,Credit Card,Online
T11236,2024-02-05,C1335,John Carter,26-35,Male,Africa,Kenya,Nairobi,P303,Washing Machine,Appliances,1,1864,1671.73,192.27,0.17,Debit Card,Online
T11237,2024-02-12,C1336,Aditi Sharma,26-35,Male,South America,Argentina,Buenos Aires,P205,Headphones,Accessories,1,1603,1408.1,194.9,0.02,Net Banking,In-Store
T11238,2024-01-28,C1337,Rohan Gupta,26-35,Male,South America,Chile,Santiago,P520,Microwave Oven,Appliances,2,2776,1669.09,1106.91,0.17,Net Banking,Online
T11239,2024-02-20,C1338,Emily Clark,26-35,Female,Africa,Egypt,Cairo,P112,Mobile Phone,Electronics,4,4912,4075.94,836.06,0.1,Cash,Online
T11240,2024-04-05,C1339,Jake Turner,26-35,Male,North America,USA,Chicago,P112,Mobile Phone,Electronics,4,3124,2188.71,935.29,0.04,Debit Card,In-Store
